SMILES,SPLIT,plogP
Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,train,-1.0590720818635853
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,train,-0.3155867234536527
Nc1ncnc2c1ncn2C1C=C(CO)C(O)C1O,train,-5.2751603103269495
O=C(c1ccccc1Nc1ccncc1)N1CCCCC1,train,1.6153844192700646
CC1=NC(=O)C(C#N)=CC1=C1C=CN2C=CNC2=C1,train,-2.6955304819860557
CC(=O)Nc1ccc(OC(=O)c2cccs2)cc1,train,1.1552981486687202
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,train,-4.208175425991915
OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,train,-2.9600600035715567
CCN(CC)C(=O)c1ccccc1C(=O)N(CC)CC,train,0.7325559994803577
COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1O,train,-0.21453991169050957
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,train,-0.263464016527414
Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,train,-1.679264840960414
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,train,-1.7914881030837457
Cc1c(NC(=O)c2ccccc2O)c(=O)n(-c2ccccc2)n1C,train,0.45561968739919045
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,train,-1.6587890821047255
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,train,-0.9032935798380692
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,train,-1.203632927994404
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,train,-0.9895365874651365
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,train,-1.996847137137912
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21,train,0.48953782538061397
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,train,-2.035418845896362
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,train,0.39222541544984235
Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2,train,-1.1855725332681066
NS(=O)(=O)c1cc(C(=O)c2ccc(O)cc2)cs1,train,-0.8961352062116941
COC1C(O)C(CO)OC1n1cnc2c(N)ncnc21,train,-4.9681154717248255
N#Cc1ccc(Nc2ncnc3c2CCC3O)cc1,train,-0.8728692172410795
CN(C)c1ncnc2c1ncn2Cc1ccccc1,train,-0.19569397848955283
CCOC(=O)n1nc(N)c2c1CN(C(=O)OC(C)(C)C)C2,train,-1.1050941698827181
O=C1c2cccnc2CN1Cc1c(F)cccc1F,train,0.22351003083445775
COc1ccc(CN2Cc3ncccc3C2=O)cc1,train,0.25500616137058785
O=C1c2cccnc2CN1Cc1ccc(Cl)cc1,train,0.8657691893927018
O=C1c2cccnc2CN1Cc1cccc(Cl)c1,train,0.7980029172033527
O=C1c2cccnc2CN1Cc1ccccc1C(F)(F)F,train,0.9693738502327607
CCOc1ccnc(N2CCN(C(=O)c3sccc3C#N)CC2)n1,train,-0.7327421016488813
CCc1nc(C#N)c(N2CCc3ccccc3CC2)nc1C,train,-0.7402761044395039
COc1cccc(-c2csc(-c3cccnc3)n2)c1,train,1.9991664410908694
CC1(O)C(O)C(CO)OC1n1ccc2c(N)ncnc21,train,-4.8738072699266235
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,train,0.9338473914217484
CSc1nc2ccccc2n1Cc1ccccn1,train,1.2140535145015559
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,train,-3.9946382033213235
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,train,0.9973055154877066
CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,train,1.2755979441477558
Cn1c(=O)c2c(ncn2CC(=O)N2CCOCC2)n(C)c1=O,train,-4.068047064626855
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O,train,-1.4672018187252185
Nc1nc2c(ncn2C2OC(CO)C(O)C2F)c(=O)[nH]1,train,-5.630527829367183
CNC(=O)OCc1nc(SC)n(C)c1COC(=O)NC,train,-2.1481004107760535
O=C(NCCc1c[nH]c2ccccc12)c1cccnc1,train,0.698478207216124
CC(C)n1c(=O)c2c(-c3noc(C4CC4)n3)ncn2c2ccccc21,train,0.4873081354376607
O=C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,train,-0.3015453284951868
O=C(c1cccnc1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,train,1.1153043000823812
CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,train,-0.9663299162705588
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,train,-2.5966999731209333
CSc1c(CCC(C)O)c(O)c(C)c(O)c1C(C)=O,train,-0.7662583880702476
COc1cnc2c3c(nccc13)C(=O)c1ccccc1-2,train,0.4855475998340273
Cc1cccc(C)c1NC(=O)c1ccc(S(C)(=O)=O)cc1,train,1.3033809949524464
Cc1nc(Cn2cnc3c2c(=O)[nH]c(=O)n3C)no1,train,-3.547457971100715
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,train,-0.5160771486527214
O=c1c2ccccc2nc(C(F)(F)F)n1-c1ccccc1,train,1.4854529897373245
COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1,train,-0.6955681315143063
Cc1cc(=O)c(N)nn1-c1cccc(C(F)(F)F)c1,train,-0.23324387565121452
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,train,-0.943212394581721
O=C(CN1CCCC1=O)Nc1ccc(Cl)cc1,train,0.19824976431328856
O=C(c1ccccc1)c1ccc2[nH]c(=O)sc2c1,train,0.8149961124696237
Nc1ccc(-c2cc(=O)c3cc(O)ccc3o2)cc1,train,0.6692279795524056
CC1(C)Oc2cc(C#N)sc2C(N2CCCC2=O)C1O,train,-2.1219299802480336
O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,train,0.12735824196638257
Cc1oc2nc3c(c(NC(=O)CN4CCCC4=O)c2c1C)CCCC3,train,0.1283292838666954
CCOC(=O)C1CN(Cc2ccccc2)C(=O)C1=O,train,-1.8542762524699998
O=C(Nc1ccccc1)c1c(O)n(-c2ccccc2)c2ncccc12,train,1.9265742643502293
O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,train,0.03198036277277172
COc1ccc(C2CNC(=O)NC2)cc1OC1CC2CCC1C2,train,-1.691463059694195
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)N2CCCC2)cc1,train,-0.585949604284774
O=C1CN=C(c2ccc[nH]2)c2cc(Cl)ccc2N1,train,-1.3639124674120326
O=C(NC1CCCCNC1=O)c1cccc(C(F)(F)F)c1,train,-1.4381344897600155
Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc21,train,1.1923929579242136
Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,train,1.478458640487708
Cc1ccc2c(c1)c1nnc(-n3ccnc3)nc1n2C,train,-0.6224196680704819
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,train,-0.3807576135732553
O=c1c2ccccc2c(-c2cccnc2)nn1CCn1ccnc1,train,0.045627434363177954
CCn1nc(-c2cccnc2)c2ccccc2c1=O,train,0.5283821054265339
N#Cc1ccc(C(C(O)Cc2ccc(F)cc2)n2cncn2)cc1,train,-0.7021153439697514
Cc1ccc(NC(=O)Nc2cccnc2)cc1Cl,train,1.9654471079447395
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,train,0.023155625421455106
CC(=O)Oc1ccccc1C(=O)Oc1c(C)occc1=O,train,-0.2077578379388001
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,train,0.05783975365338545
CCOc1cc(CNc2cn[nH]c(=O)c2Cl)ccc1OC,train,0.2540988828272841
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,train,0.03315869853568998
COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,train,-5.640841345268778
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,train,-5.1518725293690935
CC(=O)Nc1ccccc1-c1nc2ccccc2s1,train,2.1290801473845757
Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,train,0.8876588327953998
Cn1c2ccccc2c2cc(C(=O)N3CCOCC3)sc21,train,0.6142570100848559
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,train,1.0126234418206863
Nc1ccc(-c2cc(=O)c3c(N)cccc3o2)cc1,train,0.4424510564754831
COc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1OC,train,0.9441038956652212
O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1,train,-0.5317369155524894
c1ccc2c(c1)CCCC2Nc1ncnc2[nH]cnc12,train,-0.11201963554156613
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,train,-0.4950255808774422
O=c1onc2n1-c1cc(Br)ccc1OC2,train,-1.374833655476546
CC(=O)OC1Cc2ccccc2N(C(N)=O)c2ccccc21,train,-0.7038172469646753
COc1cc(N)nc2[nH]c(-c3ccc(F)cc3)c(-c3ccncc3)c12,train,1.4947872253618195
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,train,0.43282875199438564
CSc1cc(-c2ccc(Br)cc2)oc(=O)c1C#N,train,1.1729251893927026
COc1ccnc(N2CCN(C(=O)c3cccs3)CC2)n1,train,-0.6685562307726478
COCC(NC(C)=O)C(=O)NCc1ccccc1,train,-1.7390908046035813
Cc1c(O)c(C)c2sc(NCc3cccnc3)nc2c1C,train,1.4217433678338036
Cc1cc(O)c(C)c2sc(NCc3cccnc3)nc12,train,1.1949039616935835
COc1cc(Br)c2c(c1OC)C(=O)CC2,train,0.213982078194209
COc1cc2ncc(-c3ccccc3)nc2cc1OC,train,1.5336375202584325
O=C1c2ccccc2C2(c3ccccc3)OCCN12,train,-0.4894561353229969
COc1ccc2[nH]cc(CCNC(=O)C3CC3)c2c1,train,0.34070233852676335
COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1,train,0.18869819062255022
O=C(Nc1ccc(-c2cc[nH]n2)cc1)c1ccccc1,train,1.3257600846607156
O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,train,2.869898844361636
CC(=O)N1CCN(C(=O)Nc2ccc(F)cc2)CC1,train,-0.16778609882204987
O=C(NCC1CCCO1)c1c[nH]c2ccccc2c1=O,train,-1.0354464525176925
COC(=O)C1c2c(oc3cc(CO)cc(O)c3c2=O)C=CC1O,train,-3.2990131586296303
CCSc1nc(-c2ccc(OC)c(OC)c2)cc2nccn12,train,1.1988074120440144
COc1ccccc1C(=O)Nc1ccnc2[nH]ncc12,train,0.15456988100113378
COc1ccc2c(c1)S(=O)(=O)N=C(NC(C)C)N2,train,-1.518214798048429
Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,train,1.3180148907501676
O=C(NC1Cc2ccccc2C1)c1ccc(F)cc1,train,0.9944130145174412
c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,train,1.7974378189994127
CCCC(=O)Nc1n[nH]c2cnc(-c3ccccc3)cc12,train,1.1655330504379462
COC1=CC(=O)OC1C(O)c1ccccc1Cl,train,-1.620973425527683
COc1c(C)cnc(CSc2nnnn2C)c1C,train,-0.9979557336842226
COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,train,1.1405249944615967
O=c1[nH]c(=O)n(C2COC(CO)O2)cc1Br,train,-4.56066007279234
COc1ccc(Cc2cnc(N)nc2N)c(OC)c1,train,-0.9149023542647212
CC(=O)c1ccc(N2CCN(C(=O)c3cccnc3)CC2)cc1,train,0.4361427445086834
Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,train,-5.331951892329853
COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,train,-0.9950809974813495
COc1ccc2c(c1)C(=O)C(Cc1cccnc1)CO2,train,-0.17440931723917785
CC(c1ccncn1)C(O)(Cn1cncn1)c1ccc(F)cc1F,train,-1.4689140435566106
COc1c(C(C)=O)c(O)c(SC)c2occc12,train,0.11922171247382618
Cc1cc(C(=O)Nc2c(C)cccc2C)ccc1N,train,1.734503068309805
Cn1c(=O)oc2ccc(C(=O)c3ccccc3)cc21,train,0.41603054365497094
OCC(Cc1ccccc1)Nc1ncnc2[nH]cnc12,train,-1.5296879667019314
Cc1cc(N2CCN(S(C)(=O)=O)CC2)ncn1,train,-2.342670149761998
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,train,-0.41459637744623423
Cc1cc(=O)c(N)nn1-c1cc(C(F)(F)F)ccc1Cl,train,0.281118573258782
O=C(CN1CCCC1=O)N1CCN(c2cccc(Cl)c2)CC1,train,-0.38474973081313113
Cc1cccnc1-n1c(C)nc2ccccc2c1=O,train,0.39754746673189256
CC1(C)Oc2cc(C(N)=O)sc2C(N2CCCC2=O)C1O,train,-2.706660094578423
O=C(CCc1ccc(O)cc1)c1ccc(O)cc1O,train,0.6839424933405058
Cn1c(O)c(C(=O)Nc2ccccc2)c2cccnc21,train,0.4064024232320449
CC(C)(C)n1c(O)c(C(=O)Nc2ccccc2)c2cccnc21,train,1.3630376308723218
COc1ccc(C(=O)NC2CCCCNC2=O)cc1,train,-2.2075161170079793
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,train,1.686016345046494
CCC(=O)c1cc2n(c(=O)c1C)Cc1cc3ccccc3nc1-2,train,0.8410143098664049
CCC(O)c1cc2n(c(=O)c1C)Cc1cc3ccccc3nc1-2,train,0.12314117977544825
CC(=O)Nc1ccc(S(=O)(=O)NCC2CCCO2)cc1,train,-1.2449034816954114
Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,train,1.0626693867947976
Cn1ccc2cc(NC(=O)Nc3cncnc3)ccc21,train,0.3459399075263354
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,train,-0.14719993320058045
CNC(=O)c1cccc(NC(=O)Cc2cccc3ccccc23)c1,train,1.671650808050118
COc1ccnc(N2CCN(C(=O)c3ccco3)CC2)n1,train,-1.14364336822536
COc1ccnc(N2CCN(C(=O)c3ccccc3)CC2)n1,train,-0.4658284052636801
COc1ccnc(N2CCN(C(=O)c3ccccn3)CC2)n1,train,-1.2950668668021406
NC(=O)c1ccccc1NC(=O)Nc1ccc(Cl)c(Cl)c1,train,2.039292453838388
Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cn1,train,0.5588464201619319
O=C(Nc1ccccc1)Nc1ccc2ncccc2c1,train,2.2866993284677566
O=C(Nc1cccnc1)Nc1cccc(C(F)(F)F)c1,train,1.9204619518613102
O=C(Nc1cccnc1)c1cc(=O)c2ccccc2o1,train,0.514483674104584
CC(Oc1ccc(Cl)cc1)c1ccnc2ncnn12,train,0.09286323031136945
O=C(Cc1ccccc1)NCCc1c[nH]c2ccccc12,train,1.3737978187737854
COc1ccc(C2(C#N)CCC(=O)CC2)cc1OC1CCCC1,train,1.3265591081450507
COCC(=O)Nc1ccccc1-c1nc2ccccc2[nH]1,train,0.9230736557342878
CC(=O)Nc1ccccc1-c1nc2ccccc2o1,train,1.6588707767552036
CCOC(=O)c1c(O)c2cccnc2n(Cc2ccccc2)c1=O,train,0.273137558000931
NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,train,-0.031131370606970243
COc1ccc(S(=O)(=O)NC2CCc3ccccc32)cc1OC,train,0.2905273336216023
COc1ccc(S(=O)(=O)NC2CCCc3ccccc32)cc1OC,train,0.6569399169458272
COc1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1OC,train,0.577600818742142
CN(c1ccccc1)c1nc(N2CCOCC2)nc(-n2ccnc2)n1,train,-0.8908410490664556
O=C1N=C(N2CCCCC2)CN1c1ccc(Cl)cc1,train,0.7030939935384213
O=C(c1ccccn1)N1CCN(C(=O)c2ccccn2)CC1,train,-0.8459603764175281
COc1ccccc1CNC(=O)c1ccc2cnccc2n1,train,0.6097790466593977
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1F,train,-4.742541228192968
O=C(C1c2ccccc2Oc2ccccc21)N1CCOCC1,train,0.632193565890165
CN(C)S(=O)(=O)N1CCN(c2ncccn2)CC1,train,-2.8072009644534512
Cc1sc2[nH]c(=O)n(C3CCCCC3)c(=O)c2c1C,train,0.3508039737468911
CNc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(NC)n1,train,-2.806594018310153
COc1ccc2cc(-c3cccc(N)c3)cc(CCNC(C)=O)c2c1,train,1.6729730325124148
Cc1ccc(OCc2nn3c(=O)c(C)nnc3s2)cc1,train,-0.5380126374967009
Cc1nnc2sc(COc3ccc(Cl)cc3)nn2c1=O,train,-0.21017028931856307
Clc1ccc(-c2c[nH]nc2N2CCOCC2)cc1,train,0.12608457400808515
COc1cccc(Oc2ccc(NC(C)=O)cc2)c1,train,1.9401766975011245
COc1ccc(C(C)Cn2cc[nH]c2=O)cc1OCC1CC1,train,-0.21866191197708051
O=c1[nH]c(-c2ccccc2)nn1-c1ccccc1Cl,train,0.6773180494824773
CC#Cc1cn(C2CC(O)C(CO)O2)c(=O)nc1N,train,-5.075803901931281
COc1ccc(C(=O)Nc2c(C)cccc2C)cc1,train,2.118120374327444
Cc1cccc(C)c1NC(=O)c1ccc(C#N)cc1,train,1.766287166780275
Nc1nc2c(ncn2C2CCC(CO)O2)c(=O)[nH]1,train,-4.197105036599231
COc1ccc(C=Cc2cc(O)c(OC)c(OC)c2)cc1O,train,1.1207278407955905
c1ccc(CSc2ncnc3ccccc23)nc1,train,1.3293999586234726
Nc1ncnc2c1ncn2C1OC(CO)CC1F,train,-3.7254858212242974
C=CCc1c(OC(C)=O)c2cccnc2n(-c2ccccc2)c1=O,train,0.5954852955574941
COc1ccc(Cc2cnc(N)nc2N)cc1OC,train,-0.8138071438147942
COc1cc(O)cc(CCc2ccc(O)c(OC)c2)c1,train,0.9316413474657059
COc1c(C)cnc(CSc2nccn2C)c1C,train,0.26941995862347135
O=c1cc(-c2ccncc2)nc(-c2cccnc2)[nH]1,train,-0.4569291633047381
O=c1c2ccccc2oc2nc3n(c(=O)c12)CCCS3,train,-0.684734893534674
O=c1c2cc(Cl)ccc2oc2nc3n(c(=O)c12)CCCS3,train,-0.118471312739862
O=C(NC1CCN(C(=O)C2CC2)CC1)c1ccc(F)cc1,train,0.1872777615756518
NC(=O)c1cccc2[nH]c(-c3ccc(O)cc3)nc12,train,0.002002338526764902
CC(C)CCNC(=O)c1c[nH]c2ccccc2c1=O,train,0.38288603470480176
CCOc1ccc2[nH]cc(C(=O)NCc3cccnc3)c(=O)c2c1,train,0.19603475453841046
O=C(NCc1ccccc1)c1c[nH]c2c(F)cccc2c1=O,train,0.6682722472088471
CC(C)c1cccc(C(C)C)c1NCc1ccccn1,train,2.8921627760371384
CC1CCC(NC(=O)c2cc3ccccc3o2)CC1,train,1.7716054620698891
COc1ccc2[nH]cc(CCNC(=O)c3ccco3)c2c1,train,0.71886684615043
COc1ccc2[nH]cc(CCNC(=O)C3CCCO3)c2c1,train,-0.5722861617172272
COc1ccc(-c2cnc3c(-c4cccnc4)cnn3c2)cc1,train,1.2881670143564845
CCOC(=O)c1c(N)c(C#N)cn1-c1ccccc1,train,-0.22839651972190467
CCOC(=O)c1c(NC(=O)C2CC2)sc2c1CCN(C(C)=O)C2,train,-0.08220021253427401
Clc1cc(-c2ccccn2)nc(-c2ccccn2)c1,train,1.728406276255705
O=C(Nc1ccnc2[nH]ncc12)c1ccccc1Cl,train,0.7847398676642952
CC(C)Oc1ccccc1C(=O)Nc1ccnc2[nH]ncc12,train,0.7902546647912665
Cn1nnc(NC(=O)C(c2ccccc2)c2ccccc2)n1,train,-0.20125508795598823
CCOC(=O)Cn1nc(C(F)(F)F)c(Br)c1C,train,0.13128418739021264
O=C(COc1ccc(Cl)cc1Cl)Nc1nccs1,train,1.5642759767230183
COC1OC2COC(c3ccccc3)OC2CC1O,train,-2.5036982272725004
CC(C)Nc1nc(NC(C)C)nc(N(C)C(N)=O)n1,train,-1.8028258666014407
CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1C(F)(F)F,train,0.17543308662790036
CC(=O)N1c2ccccc2C(Nc2ccccc2)CC1C,train,1.235407719186762
O=C(c1ccc2c(c1)OCO2)N1CCCc2ccccc21,train,1.067330076838303
CCC(=O)NC1CC(C(C)(C)NC(=O)CC)CC=C1C,train,-1.2256060377754112
Nc1ccc(-c2nc3cc(Cl)ccc3o2)c(O)c1,train,1.2253583296641946
O=C(NCc1ccccn1)c1ccc(Cl)c(Cl)c1,train,1.6348352527411185
NC(=O)c1c(NC(=O)c2ccco2)sc2c1CCCC2,train,0.37464736250330066
NC(=O)c1c(NC(=O)C2CC3CCC2C3)sc2c1CCCC2,train,-0.9089885989669835
Cc1cccc(NC(=O)c2cc(C(=O)Nc3cccc(C)c3)n(C)n2)c1,train,1.564567201790294
Cn1nc(C(=O)NCc2ccccc2)cc1C(=O)NCc1ccccc1,train,0.40859420284403125
CC(=O)c1nnn(-c2ccccc2)c1Nc1ccccc1,train,1.1543577667052851
COc1cc(C=c2sc3nc4ccccc4n3c2=O)ccc1O,train,-0.06920900374306393
Cc1ccccc1OCC(=O)Nn1nnnc1Nc1ccccc1,train,-0.45006643036364435
CCOC(=O)c1cnc2c(Br)c(=O)[nH]n2c1C,train,-1.5278663142820277
Cc1cc(-c2ccccc2)n2[nH]c(=O)c(Br)c2n1,train,0.21987018486781462
